Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Luka Dončić,26.0,LAL,PG,62.0,62.0,36.0,10.9,22.9,0.476,4.0,10.9,0.366,6.9,12.0,0.576,0.563,7.9,10.1,0.776,0.7,7.2,7.8,8.2,1.6,0.5,4.0,2.4,33.7,
Shai Gilgeous-Alexander,27.0,OKC,PG,62.0,62.0,33.4,10.9,19.6,0.553,1.7,4.5,0.379,9.2,15.2,0.604,0.596,8.0,9.0,0.884,0.5,3.9,4.4,6.6,1.4,0.8,2.1,2.1,31.4,
Anthony Edwards,24.0,MIN,SG,58.0,58.0,35.5,10.1,20.5,0.492,3.4,8.6,0.402,6.6,11.9,0.556,0.576,5.9,7.4,0.796,0.6,4.5,5.1,3.7,1.4,0.8,2.8,1.9,29.5,
Tyrese Maxey,25.0,PHI,PG,61.0,61.0,38.3,10.1,21.9,0.461,3.3,8.9,0.373,6.8,13.0,0.521,0.537,5.5,6.1,0.893,0.3,3.8,4.1,6.7,2.0,0.8,2.4,2.2,29.0,
Jaylen Brown,29.0,BOS,SF,65.0,65.0,34.3,10.3,21.6,0.477,1.9,5.6,0.342,8.4,16.0,0.524,0.522,6.0,7.5,0.802,1.2,5.9,7.0,5.2,1.0,0.4,3.6,2.7,28.6,
Kawhi Leonard,34.0,LAC,SF,58.0,58.0,32.2,9.9,19.6,0.504,2.6,6.9,0.381,7.2,12.7,0.57,0.57,6.0,6.6,0.899,1.0,5.3,6.3,3.6,2.0,0.4,2.1,1.3,28.3,
Nikola Jokić,30.0,DEN,C,59.0,59.0,34.9,10.0,17.4,0.574,1.8,4.6,0.385,8.2,12.8,0.643,0.625,6.2,7.5,0.827,2.9,9.9,12.8,10.8,1.4,0.8,3.9,2.7,27.9,
Donovan Mitchell,29.0,CLE,SG,65.0,65.0,33.5,9.7,20.2,0.478,3.3,9.0,0.365,6.4,11.2,0.57,0.56,5.3,6.1,0.859,0.7,3.8,4.5,5.8,1.5,0.3,2.8,2.4,27.9,
Giannis Antetokounmpo,31.0,MIL,PF,36.0,36.0,28.9,10.4,16.6,0.624,0.4,1.3,0.333,9.9,15.4,0.647,0.636,6.4,9.9,0.65,2.7,7.1,9.8,5.4,0.9,0.7,3.2,2.4,27.6,
Stephen Curry,37.0,GSW,PG,39.0,39.0,31.3,8.9,19.1,0.468,4.5,11.5,0.391,4.4,7.6,0.584,0.585,4.9,5.2,0.931,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.9,27.2,
Joel Embiid,31.0,PHI,C,34.0,34.0,31.1,9.1,18.1,0.501,1.3,4.0,0.333,7.8,14.2,0.548,0.537,7.4,8.6,0.859,2.0,5.5,7.5,4.0,0.6,1.1,3.0,2.1,26.9,
Lauri Markkanen,28.0,UTA,PF,42.0,42.0,34.4,9.1,19.2,0.477,2.7,7.7,0.355,6.4,11.5,0.559,0.548,5.7,6.4,0.896,2.0,4.9,6.9,2.1,1.0,0.5,1.5,1.8,26.7,
